"","state","Var1","Freq","airport","city","country","lat","long","State"
"270","VA","DCA",86662,"Ronald Reagan Washington National","Arlington","USA",38.85208333,-77.03772222,"Virginia"
"271","VA","ORF",16458,"Norfolk International","Norfolk","USA",36.89461111,-76.20122222,"Virginia"
"272","VA","LYH",625,"Lynchburg Municipal-Preston Glenn ","Lynchburg","USA",37.32668528,-79.20043056,"Virginia"
"273","VA","RIC",19977,"Richmond International","Richmond","USA",37.50516667,-77.31966667,"Virginia"
"274","VT","BTV",7005,"Burlington International","Burlington","USA",44.47300361,-73.1503125,"Vermont"
"275","WA","BLI",120,"Bellingham Intl","Bellingham","USA",48.79275,-122.5375278,"Washington"
"276","WA","GEG",15560,"Spokane Intl","Spokane","USA",47.61985556,-117.5338425,"Washington"
"277","WA","SEA",109069,"Seattle-Tacoma Intl","Seattle","USA",47.44898194,-122.3093131,"Washington"
"278","WA","PSC",2541,"Tri-Cities","Pasco","USA",46.26468028,-119.1190292,"Washington"
"279","WA","YKM",340,"Yakima Air Terminal","Yakima","USA",46.56816972,-120.5440594,"Washington"
"280","WI","CWA",2563,"Central Wisconsin","Mosinee","USA",44.77761917,-89.66677944,"Wisconsin"
"281","WI","LSE",2005,"La Crosse Municipal","La Crosse","USA",43.87937972,-91.25653778,"Wisconsin"
"282","WI","ATW",5873,"Outagamie County Regional","Appleton","USA",44.25740806,-88.51947556,"Wisconsin"
"283","WI","GRB",7930,"Austin Straubel International","Green Bay","USA",44.48507333,-88.12959,"Wisconsin"
"284","WI","MKE",42700,"General Mitchell International","Milwaukee","USA",42.94722222,-87.89658333,"Wisconsin"
"285","WI","MSN",13961,"Dane County Regional","Madison","USA",43.13985778,-89.33751361,"Wisconsin"
"286","WI","RHI",221,"Rhinelander-Oneida County","Rhinelander","USA",45.63119306,-89.46745361,"Wisconsin"
"287","WV","CRW",3414,"Yeager","Charleston","USA",38.37315083,-81.59318972,"West Virginia"
"288","WV","HTS",158,"Tri-State/Walker-Long ","Huntington","USA",38.36666667,-82.55802778,"West Virginia"
"289","WV","LWB",185,"Greenbrier Valley","Lewisburg","USA",37.85830556,-80.39947222,"West Virginia"
"290","WY","CPR",2709,"Natrona County Intl","Casper","USA",42.90835556,-106.4644661,"Wyoming"
"291","WY","RKS",954,"Rock Springs-Sweetwater County","Rock Springs","USA",41.5942175,-109.0651928,"Wyoming"
"292","WY","GCC",1046,"Gillette-Campbell County","Gillette","USA",44.34889806,-105.5393614,"Wyoming"
"293","WY","COD",1188,"Yellowstone Regional","Cody","USA",44.52019417,-109.0237961,"Wyoming"
"294","WY","JAC",3766,"Jackson Hole","Jackson","USA",43.60732417,-110.7377389,"Wyoming"
